Frame,Time (Sec),Y (mm),Z (mm),Layer,MP Area,MP Eccentricity,Tmax,Row,Column,Porosity Label,Porosity Size (mm)
336,98.78,36.78,6.12,13,556,0.4250782654142927,1738,101,94,0,0.0
337,98.93,38.72,6.12,13,625,0.4736718261921492,1751,101,96,0,0.0
338,99.08,40.65,6.12,13,577,0.4111315108123306,1745,101,97,0,0.0
339,99.24,42.59,6.12,13,419,0.5410239381869417,1718,101,94,0,0.0
340,99.39,44.53,6.12,13,369,0.4734943165477178,1716,101,96,0,0.0
341,99.54,46.46,6.12,13,560,0.4244439079257005,1739,101,95,0,0.0
342,99.69,48.4,6.12,13,660,0.4567635938306524,1765,101,97,0,0.0
343,99.84,50.33,6.12,13,403,0.4458313997568341,1730,102,97,0,0.0
344,100.0,52.27,6.12,13,496,0.4237911618864832,1736,102,95,0,0.0
345,100.1,54.21,6.12,13,495,0.4393111615061223,1732,101,99,0,0.0
346,100.3,56.14,6.12,13,709,0.4127787148286629,1780,102,97,0,0.0
347,100.5,58.08,6.12,13,483,0.5215090924137809,1732,102,94,0,0.0
348,104.0,0.0,6.63,14,1587,0.5258868977620051,1794,103,94,0,0.0
349,104.1,1.936,6.63,14,776,0.5240175654668813,1737,99,95,0,0.0
350,104.3,3.872,6.63,14,845,0.4865795636512077,1756,100,95,0,0.0
351,104.4,5.808,6.63,14,838,0.4729597678792244,1756,101,95,0,0.0
352,104.6,7.744,6.63,14,800,0.5759709155417333,1733,100,95,0,0.0
353,104.7,9.68,6.63,14,739,0.3653277956279677,1740,100,96,0,0.0
354,104.9,11.62,6.63,14,657,0.4476210239805291,1734,103,96,0,0.0
355,105.0,13.55,6.63,14,574,0.5303031993255354,1728,99,95,0,0.0
356,105.2,15.49,6.63,14,715,0.5149578026813855,1746,99,95,0,0.0
357,105.3,17.42,6.63,14,1080,0.5272679170842394,1787,102,98,0,0.0
358,105.5,19.36,6.63,14,519,0.4536935817843408,1726,101,95,0,0.0
359,105.6,21.3,6.63,14,742,0.5319083366700665,1752,101,98,0,0.0
360,105.8,23.23,6.63,14,974,0.4647508492297705,1791,101,99,0,0.0
361,105.9,25.17,6.63,14,610,0.4925229816109646,1742,101,95,0,0.0
362,106.1,27.1,6.63,14,614,0.5577349680038455,1739,102,93,0,0.0
363,106.2,29.04,6.63,14,526,0.4324595518563482,1738,102,93,0,0.0
364,106.4,30.97,6.63,14,710,0.5033836722536517,1768,102,97,0,0.0
365,106.6,32.91,6.63,14,508,0.3664943859908843,1735,101,97,0,0.0
366,106.7,34.85,6.63,14,497,0.373871009481844,1732,102,95,0,0.0
367,106.9,36.78,6.63,14,591,0.4018302574594481,1755,101,97,0,0.0
368,107.0,38.72,6.63,14,471,0.3141668171095356,1737,102,97,0,0.0
369,107.2,40.65,6.63,14,419,0.5126503204339081,1720,101,96,0,0.0
370,107.3,42.59,6.63,14,565,0.396146511511953,1746,101,96,0,0.0
371,107.5,44.53,6.63,14,434,0.4164619048474809,1718,100,95,0,0.0
372,107.6,46.46,6.63,14,615,0.5851150911312205,1763,102,98,0,0.0
373,110.8,0.0,7.14,15,1194,0.4532728137578356,1786,98,96,0,0.0
374,111.0,1.936,7.14,15,927,0.4797591236700131,1772,102,93,0,0.0
375,111.1,3.872,7.14,15,632,0.4601852903604216,1726,99,97,0,0.0
376,111.3,5.808,7.14,15,631,0.2544366801966078,1737,99,98,0,0.0
377,111.4,7.744,7.14,15,1443,0.4630794490836894,1825,102,98,0,0.0
378,111.6,9.68,7.14,15,803,0.5201025558321041,1766,102,97,0,0.0
379,111.7,11.62,7.14,15,620,0.5387552773628106,1738,100,96,0,0.0
380,111.9,13.55,7.14,15,493,0.5110782647258327,1721,101,94,0,0.0
381,112.0,15.49,7.14,15,610,0.3838063042159083,1742,101,96,0,0.0
382,112.2,17.42,7.14,15,409,0.4214913238788383,1716,97,96,0,0.0
383,112.3,19.36,7.14,15,622,0.4189598452750566,1755,101,97,0,0.0
384,112.5,21.3,7.14,15,608,0.3486321110379308,1752,101,95,0,0.0
385,112.6,23.23,7.14,15,406,0.4210005824712283,1722,101,96,0,0.0
386,112.8,25.17,7.14,15,664,0.5754144981513593,1758,101,97,0,0.0
387,113.0,27.1,7.14,15,685,0.4860306983018458,1767,102,97,0,0.0
388,113.1,29.04,7.14,15,375,0.4989788609206224,1725,99,98,0,0.0
389,113.3,30.97,7.14,15,674,0.4363814207094791,1772,102,98,0,0.0
390,113.4,32.91,7.14,15,619,0.5379689653109417,1752,102,97,0,0.0
391,113.6,34.85,7.14,15,457,0.4074568414501055,1738,102,97,0,0.0
392,113.7,36.78,7.14,15,523,0.5164602171296415,1746,103,96,0,0.0
393,117.2,0.0,7.65,16,1390,0.3963516827533148,1793,101,96,0,0.0
394,117.4,1.936,7.65,16,1352,0.5163166258994057,1799,102,98,0,0.0
395,117.5,3.872,7.65,16,702,0.5241386787896196,1745,100,96,0,0.0
396,117.7,5.808,7.65,16,1006,0.4854596016083992,1772,102,98,0,0.0
397,117.8,7.744,7.65,16,377,0.5612058598071691,1702,99,95,0,0.0
398,118.0,9.68,7.65,16,918,0.4484697929594819,1776,103,96,0,0.0
399,118.1,11.62,7.65,16,569,0.5432349947192544,1729,101,94,0,0.0
400,118.3,13.55,7.65,16,752,0.3021205755416739,1748,100,96,0,0.0
401,118.4,15.49,7.65,16,681,0.561708130324823,1739,99,95,0,0.0
402,118.6,17.42,7.65,16,670,0.5026423671504778,1743,99,96,0,0.0
403,118.7,19.36,7.65,16,744,0.539485168543388,1751,102,95,0,0.0
404,118.9,21.3,7.65,16,629,0.4804569342533968,1736,101,94,0,0.0
405,119.1,23.23,7.65,16,539,0.2988951773879063,1740,102,96,0,0.0
406,119.2,25.17,7.65,16,519,0.4323674937896211,1729,100,96,0,0.0
407,119.4,27.1,7.65,16,498,0.4781407084087376,1727,100,98,0,0.0
408,119.5,29.04,7.65,16,492,0.5712694345469649,1734,101,97,0,0.0
409,119.7,30.97,7.65,16,757,0.415478216155304,1769,102,98,0,0.0
410,119.8,32.91,7.65,16,485,0.5349977303773574,1725,97,97,0,0.0
411,120.0,34.85,7.65,16,423,0.5637569465273342,1719,101,97,0,0.0
412,120.1,36.78,7.65,16,430,0.4634682591669632,1724,100,97,0,0.0
413,120.3,38.72,7.65,16,548,0.2946152752181178,1741,101,96,0,0.0
414,120.4,40.65,7.65,16,562,0.4829687016058117,1751,102,96,0,0.0
415,120.6,42.59,7.65,16,333,0.4330578940718861,1707,99,95,0,0.0
416,120.7,44.53,7.65,16,606,0.5156396960518969,1755,100,96,0,0.0
417,120.9,46.46,7.65,16,550,0.5071541687755272,1757,101,98,0,0.0
418,121.0,48.4,7.65,16,16,0.8634264398037165,1647,103,115,1,0.9823907455012854
419,124.8,0.0,8.16,17,1802,0.1989113616993197,1818,102,95,0,0.0
420,125.0,1.936,8.16,17,792,0.3731395669085759,1742,100,96,0,0.0
421,125.1,3.872,8.16,17,517,0.4689862110626642,1719,100,96,0,0.0
422,125.3,5.808,8.16,17,774,0.3322541759091328,1746,101,97,0,0.0
423,125.5,7.744,8.16,17,705,0.3461549619542957,1738,99,98,0,0.0
424,125.6,9.68,8.16,17,1333,0.5436385925368484,1812,104,100,0,0.0
425,125.8,11.62,8.16,17,870,0.514424527447471,1765,102,98,0,0.0
426,125.9,13.55,8.16,17,801,0.4958391435003878,1782,102,98,0,0.0
427,126.1,15.49,8.16,17,515,0.536543879320414,1728,99,98,0,0.0
428,126.2,17.42,8.16,17,544,0.3529210049089617,1743,101,99,0,0.0
429,126.4,19.36,8.16,17,644,0.3728910451887478,1736,97,96,0,0.0
430,126.5,21.3,8.16,17,500,0.4228799236812431,1725,101,97,0,0.0
431,126.7,23.23,8.16,17,417,0.4223079693883497,1730,99,98,0,0.0
432,126.8,25.17,8.16,17,613,0.5129616842058177,1745,98,97,0,0.0
433,127.0,27.1,8.16,17,633,0.5085346511113343,1748,98,97,0,0.0
434,127.1,29.04,8.16,17,700,0.5046292595280181,1768,102,97,0,0.0
435,127.3,30.97,8.16,17,460,0.5775411169827404,1726,100,96,0,0.0
436,127.4,32.91,8.16,17,562,0.2677419222326839,1733,99,95,0,0.0
437,127.6,34.85,8.16,17,424,0.2182563457173841,1720,98,95,0,0.0
438,127.7,36.78,8.16,17,417,0.5447644910208107,1720,99,95,0,0.0
439,127.9,38.72,8.16,17,643,0.3652798608778121,1771,102,100,0,0.0
440,128.0,40.65,8.16,17,452,0.2465704239950224,1730,99,97,0,0.0
441,128.2,42.59,8.16,17,700,0.5148745494795788,1763,102,97,0,0.0
442,128.4,44.53,8.16,17,300,0.4420458577183876,1704,100,97,0,0.0
443,128.5,46.46,8.16,17,430,0.581162398538078,1726,99,98,0,0.0
444,128.7,48.4,8.16,17,737,0.4570528556566686,1780,103,96,0,0.0
445,128.8,50.33,8.16,17,544,0.5046675240533456,1748,99,98,0,0.0
446,129.0,52.27,8.16,17,700,0.4949180560709514,1773,101,99,0,0.0
447,129.1,54.21,8.16,17,394,0.5183701336596153,1719,100,95,0,0.0
448,129.3,56.14,8.16,17,465,0.4657119991960851,1746,100,99,0,0.0
449,129.4,58.08,8.16,17,540,0.243371090359378,1738,102,96,0,0.0
450,129.6,60.01,8.16,17,347,0.4241199680825904,1713,98,96,0,0.0
451,129.7,61.95,8.16,17,688,0.35048480275745,1765,102,100,0,0.0
452,129.9,63.89,8.16,17,511,0.5033850046957097,1742,100,96,0,0.0
453,134.4,0.0,8.67,18,1537,0.5888479840923625,1841,105,97,0,0.0
454,134.6,1.936,8.67,18,417,0.470824275104953,1706,99,95,0,0.0
455,134.8,3.872,8.67,18,659,0.3716892946954123,1740,99,95,0,0.0
456,134.9,5.808,8.67,18,1028,0.3860191873493294,1788,101,98,0,0.0
457,135.1,7.744,8.67,18,609,0.5515956185758556,1732,98,96,0,0.0
458,135.2,9.68,8.67,18,426,0.3386704036792956,1715,99,95,0,0.0
459,135.4,11.62,8.67,18,725,0.4614703238918968,1746,100,94,0,0.0
460,135.5,13.55,8.67,18,466,0.567673804558718,1714,100,95,0,0.0
461,135.7,15.49,8.67,18,957,0.474604205397602,1794,102,98,0,0.0
462,135.8,17.42,8.67,18,878,0.5922840375203495,1784,100,101,0,0.0
463,136.0,19.36,8.67,18,854,0.5792821022289596,1773,102,97,0,0.0
464,136.1,21.3,8.67,18,624,0.4514277421408098,1738,100,96,0,0.0
465,136.3,23.23,8.67,18,563,0.4751981296404031,1740,99,98,0,0.0
466,136.4,25.17,8.67,18,402,0.5755229033496616,1711,99,94,0,0.0
467,136.6,27.1,8.67,18,620,0.5576457934946183,1751,99,95,0,0.0
468,136.7,29.04,8.67,18,577,0.4211419274071908,1737,100,95,0,0.0
469,136.9,30.97,8.67,18,895,0.3603849718475453,1794,104,97,0,0.0
470,137.0,32.91,8.67,18,624,0.5308869013544317,1738,101,97,0,0.0
471,137.2,34.85,8.67,18,661,0.4402881548256452,1753,101,97,0,0.0
472,137.3,36.78,8.67,18,511,0.2983159063519213,1740,99,98,0,0.0
473,137.5,38.72,8.67,18,379,0.3485398720925661,1719,99,98,0,0.0
474,137.6,40.65,8.67,18,353,0.4178905016625448,1713,97,97,0,0.0
475,137.8,42.59,8.67,18,484,0.4575547486268744,1729,99,95,0,0.0
476,138.0,44.53,8.67,18,657,0.4840798297705779,1762,101,95,0,0.0
477,138.1,46.46,8.67,18,458,0.483038131692553,1724,101,95,0,0.0
478,138.3,48.4,8.67,18,596,0.4395399356244654,1759,101,98,0,0.0
479,138.4,50.33,8.67,18,539,0.3847395278767239,1751,99,98,0,0.0
480,138.6,52.27,8.67,18,749,0.3655338889554648,1795,102,98,0,0.0
481,138.7,54.21,8.67,18,458,0.238801602145201,1726,100,96,0,0.0
482,138.9,56.14,8.67,18,631,0.2437075023104004,1766,101,98,0,0.0
483,139.0,58.08,8.67,18,332,0.6429633593013979,1714,99,98,0,0.0
484,139.2,60.01,8.67,18,116,0.7112237807569607,1693,91,126,1,0.9647814910025707
485,142.5,0.0,9.18,19,824,0.5670658477339091,1754,100,95,0,0.0
486,142.7,1.936,9.18,19,565,0.5634519265773775,1726,99,95,0,0.0
487,142.8,3.872,9.18,19,818,0.4518950931698734,1764,101,97,0,0.0
488,143.0,5.808,9.18,19,1010,0.3389844120750578,1782,101,97,0,0.0
489,143.1,7.744,9.18,19,811,0.5429153603173419,1771,102,98,0,0.0
490,143.3,9.68,9.18,19,766,0.3873115963620672,1754,101,95,0,0.0
491,143.4,11.62,9.18,19,720,0.501431359886189,1746,99,98,0,0.0
492,143.6,13.55,9.18,19,832,0.5911419273685162,1767,100,95,0,0.0
493,143.7,15.49,9.18,19,516,0.5002925304125294,1728,99,98,0,0.0
494,143.9,17.42,9.18,19,705,0.4992186914244122,1773,101,99,0,0.0
495,144.1,19.36,9.18,19,689,0.5250396570716509,1754,101,96,0,0.0
496,144.2,21.3,9.18,19,829,0.5008410242888118,1788,102,98,0,0.0
497,144.4,23.23,9.18,19,394,0.4781107196948221,1713,99,95,0,0.0
498,144.5,25.17,9.18,19,547,0.5225219187304657,1742,101,96,0,0.0
499,144.7,27.1,9.18,19,468,0.5262127089408413,1727,99,95,0,0.0
500,144.8,29.04,9.18,19,450,0.396015905499732,1723,100,96,0,0.0
501,145.0,30.97,9.18,19,771,0.4656260264290482,1783,101,99,0,0.0
502,145.1,32.91,9.18,19,563,0.5743063736232937,1742,101,97,0,0.0
503,145.3,34.85,9.18,19,446,0.5067082498798595,1727,100,96,0,0.0
504,145.4,36.78,9.18,19,546,0.5299724599054965,1749,98,99,0,0.0
505,145.6,38.72,9.18,19,547,0.518283341352688,1756,99,101,0,0.0
506,145.7,40.65,9.18,19,617,0.4710763805714169,1780,100,99,0,0.0
507,145.9,42.59,9.18,19,776,0.5027262719052141,1771,101,97,0,0.0
508,146.0,44.53,9.18,19,585,0.4667670954304747,1756,99,99,0,0.0
509,146.2,46.46,9.18,19,279,0.7063869155025383,1701,101,100,0,0.0
510,149.1,0.0,9.69,20,173,0.4413420249205302,1682,103,96,1,0.9647814910025707
511,149.2,1.936,9.69,20,664,0.4466714109949468,1727,100,94,0,0.0
512,149.4,3.872,9.69,20,743,0.4490624534332969,1742,102,97,0,0.0
513,149.5,5.808,9.69,20,943,0.4905322554921232,1779,99,99,0,0.0
514,149.7,7.744,9.69,20,979,0.5312210961433274,1783,101,99,0,0.0
515,149.8,9.68,9.69,20,391,0.372524257229544,1707,99,95,0,0.0
516,150.0,11.62,9.69,20,609,0.5125850885034045,1739,99,96,0,0.0
517,150.1,13.55,9.69,20,731,0.4436761727778289,1757,100,96,0,0.0
518,150.3,15.49,9.69,20,636,0.2545737082185734,1740,99,96,0,0.0
519,150.5,17.42,9.69,20,696,0.4894811762878147,1758,99,98,0,0.0
520,150.6,19.36,9.69,20,732,0.3838569825004839,1748,107,98,0,0.0
521,150.8,21.3,9.69,20,528,0.486698525246745,1739,100,95,0,0.0
522,150.9,23.23,9.69,20,683,0.4147413374587018,1754,98,96,0,0.0
523,151.1,25.17,9.69,20,461,0.4549055568700107,1721,97,96,0,0.0
524,151.2,27.1,9.69,20,319,0.4010709316398559,1699,98,96,0,0.0
525,151.4,29.04,9.69,20,500,0.5359717893993705,1732,100,99,0,0.0
526,151.5,30.97,9.69,20,701,0.4635889083291032,1769,101,100,0,0.0
527,151.7,32.91,9.69,20,467,0.4307069685452669,1729,101,97,0,0.0
528,151.8,34.85,9.69,20,645,0.5099901853552734,1751,101,97,0,0.0
529,152.0,36.78,9.69,20,675,0.6140155485261857,1773,99,100,0,0.0
530,152.1,38.72,9.69,20,657,0.3809044739530554,1762,100,100,0,0.0
531,152.3,40.65,9.69,20,431,0.4791993713520936,1726,101,97,0,0.0
532,152.4,42.59,9.69,20,565,0.4528787613617899,1763,100,100,0,0.0
533,152.6,44.53,9.69,20,416,0.4921623973156157,1722,98,96,0,0.0
534,152.7,46.46,9.69,20,483,0.5187815348789011,1745,100,99,0,0.0
535,152.9,48.4,9.69,20,484,0.5006242967031217,1745,101,99,0,0.0
536,153.0,50.33,9.69,20,617,0.3872889917454865,1772,100,99,0,0.0
537,153.2,52.27,9.69,20,495,0.4437962279181362,1751,99,98,0,0.0
538,153.3,54.21,9.69,20,63,0.854146675287177,1670,96,112,1,0.9647814910025707
539,157.6,0.0,10.2,21,502,0.385425776686851,1710,98,97,1,0.9647814910025707
540,157.8,1.936,10.2,21,778,0.5952158943613445,1739,99,95,0,0.0
541,157.9,3.872,10.2,21,1225,0.4238705339949502,1794,101,99,0,0.0
542,158.1,5.808,10.2,21,879,0.513094084255637,1778,102,97,0,0.0
543,158.2,7.744,10.2,21,922,0.4994227677707642,1766,101,95,0,0.0
544,158.4,9.68,10.2,21,880,0.4563016767414473,1753,103,95,0,0.0
545,158.5,11.62,10.2,21,995,0.5334587657420382,1784,101,99,0,0.0
546,158.7,13.55,10.2,21,853,0.3713653958637854,1774,101,97,0,0.0
547,158.8,15.49,10.2,21,757,0.502499683321252,1750,99,97,0,0.0
548,159.0,17.42,10.2,21,819,0.4158739396866095,1767,100,100,0,0.0
549,159.1,19.36,10.2,21,462,0.466927369536916,1719,101,96,0,0.0
550,159.3,21.3,10.2,21,515,0.5449417884673334,1731,99,94,0,0.0
551,159.4,23.23,10.2,21,624,0.5143928863907147,1750,100,101,0,0.0
552,159.6,25.17,10.2,21,245,0.1986416143293172,1695,97,97,0,0.0
553,159.8,27.1,10.2,21,499,0.4847110790243645,1723,99,94,0,0.0
554,159.9,29.04,10.2,21,921,0.5220942428728128,1804,101,100,0,0.0
555,160.1,30.97,10.2,21,674,0.4578923106816562,1768,101,100,0,0.0
556,160.2,32.91,10.2,21,1014,0.5204742422660609,1820,102,101,0,0.0
557,160.4,34.85,10.2,21,737,0.3956769545459394,1786,100,99,0,0.0
558,160.5,36.78,10.2,21,569,0.5366834618495964,1766,100,100,0,0.0
559,160.7,38.72,10.2,21,297,0.4608150874223144,1706,99,98,0,0.0
560,160.8,40.65,10.2,21,533,0.5142273419854934,1758,101,100,0,0.0
561,161.0,42.59,10.2,21,737,0.4664744009266186,1788,100,99,0,0.0
562,161.1,44.53,10.2,21,677,0.5791150128070683,1779,100,95,0,0.0
563,161.3,46.46,10.2,21,54,0.708435305506604,1656,98,101,0,0.0
564,161.4,48.4,10.2,21,160,0.7557854432752774,1758,89,128,1,0.9647814910025707
565,165.7,0.0,10.71,22,1044,0.3466699038393638,1762,102,93,0,0.0
566,165.8,1.936,10.71,22,795,0.3660521965191385,1761,100,100,0,0.0
567,166.0,3.872,10.71,22,1103,0.4893204892525553,1783,102,96,0,0.0
568,166.2,5.808,10.71,22,668,0.52899554973245,1749,99,96,0,0.0
569,166.3,7.744,10.71,22,518,0.4459572358119959,1727,99,95,0,0.0
570,166.5,9.68,10.71,22,903,0.4716921270365048,1782,101,100,0,0.0
571,166.6,11.62,10.71,22,1084,0.6383882855901342,1782,100,99,0,0.0
572,166.8,13.55,10.71,22,719,0.5886901587735909,1747,99,98,0,0.0
573,166.9,15.49,10.71,22,746,0.6264916511294263,1757,99,98,0,0.0
574,167.1,17.42,10.71,22,613,0.4597075072828602,1744,100,96,0,0.0
575,167.2,19.36,10.71,22,815,0.5494642054929835,1781,100,100,0,0.0
576,167.4,21.3,10.71,22,1115,0.6068781680740221,1824,102,101,0,0.0
577,167.5,23.23,10.71,22,819,0.4043674728250333,1779,102,101,0,0.0
578,167.7,25.17,10.71,22,522,0.3947135592544654,1735,99,98,0,0.0
579,167.8,27.1,10.71,22,526,0.4679534025189888,1747,100,101,0,0.0
580,168.0,29.04,10.71,22,543,0.5034238484862764,1754,98,99,0,0.0
581,168.1,30.97,10.71,22,736,0.5353719717245361,1789,101,100,0,0.0
582,168.3,32.91,10.71,22,836,0.5199310834449994,1802,103,101,0,0.0
583,168.4,34.85,10.71,22,748,0.4002920454652786,1788,101,100,0,0.0
584,168.6,36.78,10.71,22,900,0.469848377790845,1830,102,101,0,0.0
585,168.7,38.72,10.71,22,928,0.4542692429037281,1808,102,101,0,0.0
586,168.9,40.65,10.71,22,846,0.5595024410508985,1779,102,97,0,0.0
587,169.1,42.59,10.71,22,849,0.4205300001689301,1813,101,99,0,0.0
588,169.2,44.53,10.71,22,866,0.490188476598745,1810,102,101,0,0.0
589,169.4,46.46,10.71,22,546,0.4905814967905816,1756,101,99,0,0.0
590,169.5,48.4,10.71,22,655,0.4382421088955714,1779,101,99,0,0.0
591,169.7,50.33,10.71,22,428,0.320094286313079,1734,99,98,0,0.0
592,169.8,52.27,10.71,22,867,0.4422664220559354,1813,102,100,0,0.0
593,170.0,54.21,10.71,22,563,0.42288868177137,1760,101,98,0,0.0
594,174.7,0.0,11.22,23,990,0.4110423704725809,1786,102,98,0,0.0
595,174.8,1.936,11.22,23,806,0.4602957977759653,1758,99,96,0,0.0
596,175.0,3.872,11.22,23,823,0.5431766393629479,1786,98,100,0,0.0
597,175.1,5.808,11.22,23,469,0.4151883558493007,1717,99,98,0,0.0
598,175.3,7.744,11.22,23,912,0.4776115824895918,1803,101,102,0,0.0
599,175.5,9.68,11.22,23,1001,0.4124425974570315,1827,101,102,0,0.0
600,175.6,11.62,11.22,23,700,0.3872934543440829,1760,100,98,0,0.0
601,175.8,13.55,11.22,23,644,0.4343215812739428,1755,100,96,0,0.0
602,175.9,15.49,11.22,23,616,0.4750096927058985,1749,99,97,0,0.0
603,176.1,17.42,11.22,23,966,0.3217594406275877,1820,102,100,0,0.0
604,176.2,19.36,11.22,23,629,0.4115485859332056,1763,98,100,0,0.0
605,176.4,21.3,11.22,23,985,0.3744211282189198,1825,103,100,0,0.0
606,176.5,23.23,11.22,23,563,0.4793023776545513,1758,99,100,0,0.0
607,176.7,25.17,11.22,23,661,0.4778868779060096,1767,99,101,0,0.0
608,176.8,27.1,11.22,23,608,0.4557701833102484,1761,100,101,0,0.0
609,177.0,29.04,11.22,23,417,0.5271120312419433,1737,98,101,0,0.0
610,177.1,30.97,11.22,23,660,0.4995384432430542,1789,101,100,0,0.0
611,177.3,32.91,11.22,23,592,0.4399625213577705,1775,101,100,0,0.0
612,177.4,34.85,11.22,23,118,0.8378849634245511,1674,98,108,0,0.0
613,180.3,0.0,11.73,24,88,0.3134605564457371,1670,97,99,1,0.9647814910025707
614,180.5,1.936,11.73,24,1432,0.6025314715259222,1838,102,100,0,0.0
615,180.6,3.872,11.73,24,1087,0.595894096016608,1769,99,99,0,0.0
616,180.8,5.808,11.73,24,1036,0.4407115099584007,1784,101,97,0,0.0
617,180.9,7.744,11.73,24,562,0.306444296382347,1738,100,96,0,0.0
618,181.1,9.68,11.73,24,888,0.4589939981295093,1804,102,101,0,0.0
619,181.2,11.62,11.73,24,376,0.4771950072462874,1713,98,99,0,0.0
620,181.4,13.55,11.73,24,769,0.3782551046741775,1777,99,98,0,0.0
621,181.6,15.49,11.73,24,868,0.5291436615815748,1776,98,100,0,0.0
622,181.7,17.42,11.73,24,715,0.5142295757647778,1769,100,101,0,0.0
623,181.9,19.36,11.73,24,692,0.5200780457243913,1756,101,99,0,0.0
624,182.0,21.3,11.73,24,825,0.5207625950830754,1779,101,99,0,0.0
625,182.2,23.23,11.73,24,763,0.4383806523682336,1767,101,99,0,0.0
626,182.3,25.17,11.73,24,884,0.4216261701249905,1806,101,100,0,0.0
627,182.5,27.1,11.73,24,908,0.6098765598553761,1800,102,98,0,0.0
628,182.6,29.04,11.73,24,569,0.4282261506263881,1752,99,98,0,0.0
629,182.8,30.97,11.73,24,679,0.5223068562227147,1775,100,99,0,0.0
630,182.9,32.91,11.73,24,426,0.5865367460130678,1731,98,99,0,0.0
631,183.1,34.85,11.73,24,528,0.5170391692379621,1763,101,99,0,0.0
632,183.2,36.78,11.73,24,729,0.5473080611748072,1782,100,101,0,0.0
633,183.4,38.72,11.73,24,520,0.5140658148277704,1755,99,98,0,0.0
634,183.5,40.65,11.73,24,587,0.5906918915376568,1769,100,101,0,0.0
635,183.7,42.59,11.73,24,452,0.4091482613124728,1737,99,98,0,0.0
636,183.8,44.53,11.73,24,477,0.4997665579703552,1741,98,100,0,0.0
637,184.0,46.46,11.73,24,104,0.6475982279180326,1667,98,100,0,0.0
638,187.8,0.0,12.24,25,898,0.4102907463932073,1756,98,99,0,0.0
639,188.0,1.936,12.24,25,617,0.4909866645483493,1734,99,97,0,0.0
640,188.1,3.872,12.24,25,849,0.5878444841037658,1751,99,95,0,0.0
641,188.3,5.808,12.24,25,1022,0.4374951452591189,1790,100,100,0,0.0
642,188.4,7.744,12.24,25,1168,0.4146866036035014,1805,101,99,0,0.0
643,188.6,9.68,12.24,25,663,0.4357835988278848,1751,101,97,0,0.0
644,188.7,11.62,12.24,25,1210,0.5811548752919342,1831,101,100,0,0.0
645,188.9,13.55,12.24,25,921,0.4122554187114042,1793,100,101,0,0.0
646,189.0,15.49,12.24,25,861,0.4756576232831715,1777,100,95,0,0.0
647,189.2,17.42,12.24,25,971,0.4652161920655288,1800,99,100,0,0.0
648,189.3,19.36,12.24,25,888,0.5654334022489833,1806,101,100,0,0.0
649,189.5,21.3,12.24,25,371,0.3015868940496896,1713,99,98,0,0.0
650,189.6,23.23,12.24,25,653,0.3916318688015489,1775,101,100,0,0.0
651,189.8,25.17,12.24,25,662,0.5041744378525246,1772,100,101,0,0.0
652,189.9,27.1,12.24,25,580,0.5097981833934903,1747,98,99,0,0.0
653,190.1,29.04,12.24,25,1083,0.4878776504276983,1830,102,101,0,0.0
654,190.2,30.97,12.24,25,854,0.478378160891824,1805,101,101,0,0.0
655,190.4,32.91,12.24,25,667,0.5796639388992944,1776,100,101,0,0.0
656,190.5,34.85,12.24,25,658,0.4488688845118681,1788,100,100,0,0.0
657,190.7,36.78,12.24,25,461,0.454536713977295,1742,99,100,0,0.0
658,190.8,38.72,12.24,25,413,0.5667786047860479,1727,99,98,0,0.0
659,191.0,40.65,12.24,25,702,0.3361136904643275,1782,100,101,0,0.0
660,191.2,42.59,12.24,25,657,0.4835420141338096,1782,101,99,0,0.0
661,191.3,44.53,12.24,25,723,0.3493634211964893,1788,100,101,0,0.0
662,191.5,46.46,12.24,25,385,0.447162524241743,1726,99,99,0,0.0
663,191.6,48.4,12.24,25,906,0.4993279285449161,1812,101,100,0,0.0
664,191.8,50.33,12.24,25,915,0.4650678364944796,1836,100,103,0,0.0
665,191.9,52.27,12.24,25,670,0.4970102383881324,1791,100,100,0,0.0
666,192.1,54.21,12.24,25,557,0.5276870076041333,1761,101,99,0,0.0
667,196.6,0.0,12.75,26,844,0.577705460499604,1746,101,95,0,0.0
668,196.8,1.936,12.75,26,745,0.3825151938672884,1749,100,97,0,0.0
669,196.9,3.872,12.75,26,844,0.2421069754942255,1776,101,100,0,0.0
670,197.1,5.808,12.75,26,660,0.442485230590467,1740,100,95,0,0.0
671,197.3,7.744,12.75,26,926,0.422694137609459,1781,99,99,0,0.0
672,197.4,9.68,12.75,26,805,0.5901837388646987,1752,98,96,0,0.0
673,197.6,11.62,12.75,26,643,0.4310594812207555,1753,99,98,0,0.0
674,197.7,13.55,12.75,26,919,0.4706504486899387,1797,99,102,0,0.0
675,197.9,15.49,12.75,26,755,0.595668410329059,1760,97,99,0,0.0
676,198.0,17.42,12.75,26,667,0.5616313377751502,1754,100,99,0,0.0
677,198.2,19.36,12.75,26,809,0.4108986746228911,1783,100,99,0,0.0
678,198.3,21.3,12.75,26,1176,0.4385519381135086,1839,102,101,0,0.0
679,198.5,23.23,12.75,26,1309,0.4568883119858883,1841,101,100,0,0.0
680,198.6,25.17,12.75,26,341,0.4030752526333056,1709,97,97,0,0.0
681,198.8,27.1,12.75,26,729,0.5343011177172721,1773,98,97,0,0.0
682,198.9,29.04,12.75,26,506,0.5132417561068462,1739,99,98,0,0.0
