Frame,Min_Temp,Max_Temp,Mean_Temp,Std_Temp,Median_Temp,Q1,Q3,IQR,Skewness,Kurtosis,High_Temp_Pixels,Porosity Label
Frame_596.csv,1116.0,1786.0,1286.3682,106.618645,1242.0,1218.0,1321.0,103.0,2.0066943,4.380154,3319,0
Frame_597.csv,1077.0,1717.0,1251.8008,107.6522,1203.0,1191.0,1290.0,99.0,1.7904173,3.128682,3673,0
Frame_598.csv,1124.0,1803.0,1282.0048,113.25837,1240.0,1215.0,1332.0,117.0,1.882045,3.8632984,3293,0
Frame_599.csv,1125.0,1827.0,1300.5166,111.661514,1253.0,1229.0,1341.0,112.0,1.950315,4.1276345,3344,0
Frame_6.csv,1191.0,1711.0,1357.9805,88.16974,1325.0,1308.0,1355.0,47.0,1.9731299,3.6321924,3988,1
Frame_60.csv,1122.0,1698.0,1279.1069,106.59477,1237.0,1212.0,1314.0,102.0,1.6367416,2.3165581,3965,0
Frame_600.csv,1073.0,1760.0,1254.0016,114.452515,1211.0,1186.0,1299.0,113.0,1.8394247,3.4595773,3534,0
Frame_601.csv,1089.0,1755.0,1241.3502,113.69889,1199.0,1175.0,1279.0,104.0,1.9341506,3.9080102,3510,0
Frame_602.csv,1071.0,1749.0,1249.0138,114.08401,1196.0,1183.0,1288.0,105.0,1.8059669,3.232371,3617,0
Frame_603.csv,1111.0,1820.0,1268.229,121.32742,1212.0,1199.0,1307.0,108.0,1.9071152,3.721082,3603,0
Frame_604.csv,1073.0,1763.0,1268.029,106.04558,1221.0,1198.0,1306.0,108.0,1.9151601,3.9609466,3406,0
Frame_605.csv,1094.0,1825.0,1293.0918,112.23697,1247.0,1223.0,1327.0,104.0,2.0179646,4.372055,3463,0
Frame_606.csv,1079.0,1758.0,1229.405,111.94888,1187.0,1163.0,1273.0,110.0,1.9503593,4.201824,3298,0
Frame_607.csv,1088.0,1767.0,1265.0786,108.688126,1216.0,1203.0,1304.0,101.0,1.8868256,3.8312745,3388,0
Frame_608.csv,1059.0,1761.0,1251.4891,109.71679,1204.0,1182.0,1286.0,104.0,1.935846,3.938905,3495,0
Frame_609.csv,1087.0,1737.0,1230.4518,104.76493,1185.0,1172.0,1261.0,89.0,2.0077696,4.44157,3399,0
Frame_61.csv,1154.0,1715.0,1312.3152,102.32454,1275.0,1248.0,1356.0,108.0,1.582543,2.2149255,3739,0
Frame_610.csv,1082.0,1789.0,1229.0974,114.96631,1180.0,1167.0,1248.0,81.0,2.1324883,4.854196,3605,0
Frame_611.csv,1087.0,1775.0,1236.4926,110.130066,1197.0,1173.0,1277.0,104.0,1.9940813,4.5687704,3199,0
Frame_612.csv,1096.0,1674.0,1227.8651,89.74978,1195.0,1183.0,1248.0,65.0,1.9293863,4.1420727,3676,0
Frame_613.csv,1156.0,1670.0,1290.3914,62.39454,1284.0,1268.0,1299.0,31.0,2.990043,11.420003,2417,1
Frame_614.csv,1116.0,1838.0,1324.1841,117.512535,1274.0,1249.0,1357.0,108.0,1.9094818,3.6086872,3665,0
Frame_615.csv,1133.0,1769.0,1323.9961,112.92848,1270.0,1256.0,1381.0,125.0,1.5491236,2.0588272,3841,0
Frame_616.csv,1099.0,1784.0,1286.455,118.90885,1242.0,1216.0,1327.0,111.0,1.7650807,2.9440377,3690,0
Frame_617.csv,1111.0,1738.0,1264.0574,109.315315,1224.0,1199.0,1307.0,108.0,1.7295157,2.9426296,3535,0
Frame_618.csv,1093.0,1804.0,1278.2479,116.20593,1234.0,1209.0,1318.0,109.0,1.8171417,3.41478,3627,0
Frame_619.csv,1061.0,1713.0,1233.471,107.007324,1184.0,1171.0,1275.0,104.0,1.8158178,3.4008167,3553,0
Frame_62.csv,1143.0,1694.0,1299.4637,100.761154,1262.0,1236.0,1341.0,105.0,1.5381817,2.0342174,3854,0
Frame_620.csv,1098.0,1777.0,1252.8667,116.23226,1209.0,1185.0,1290.0,105.0,1.9204694,3.8526952,3512,0
Frame_621.csv,1091.0,1776.0,1274.8953,116.38602,1232.0,1207.0,1316.0,109.0,1.8069477,3.1611998,3764,0
Frame_622.csv,1072.0,1769.0,1252.143,114.73189,1209.0,1184.0,1290.0,106.0,1.8621242,3.6323128,3461,0
Frame_623.csv,1112.0,1756.0,1263.8027,110.70015,1225.0,1200.0,1300.0,100.0,1.8722913,3.6076922,3483,0
Frame_624.csv,1104.0,1779.0,1261.5164,117.731224,1216.0,1191.0,1305.0,114.0,1.8449566,3.4317482,3530,0
Frame_625.csv,1098.0,1767.0,1282.3032,112.99541,1240.0,1214.0,1332.0,118.0,1.6681962,2.7218857,3706,0
Frame_626.csv,1113.0,1806.0,1286.1655,111.05131,1238.0,1215.0,1324.0,109.0,1.9512446,4.068699,3367,0
Frame_627.csv,1096.0,1800.0,1298.2731,111.12896,1250.0,1226.0,1344.0,118.0,1.8186218,3.3822918,3627,0
Frame_628.csv,1061.0,1752.0,1235.5316,111.17295,1196.0,1172.0,1269.0,97.0,1.9709679,4.1539145,3534,0
Frame_629.csv,1103.0,1775.0,1273.0265,106.76324,1226.0,1203.0,1311.0,108.0,1.9198658,3.9783165,3477,0
Frame_63.csv,1134.0,1721.0,1287.6836,108.82006,1239.0,1225.0,1312.0,87.0,1.7562677,2.7142804,3941,0
Frame_630.csv,1061.0,1731.0,1233.0746,107.49015,1184.0,1172.0,1275.0,103.0,1.8596634,3.6771002,3563,0
Frame_631.csv,1053.0,1763.0,1225.6199,111.50413,1174.0,1162.0,1265.0,103.0,1.9677128,4.290807,3411,0
Frame_632.csv,1090.0,1782.0,1269.8215,111.39229,1219.0,1206.0,1307.0,101.0,1.8798283,3.7437878,3589,0
Frame_633.csv,1082.0,1755.0,1229.4961,110.92929,1179.0,1167.0,1263.0,96.0,1.9791574,4.1884837,3537,0
Frame_634.csv,1088.0,1769.0,1240.235,113.624466,1186.0,1174.0,1285.0,111.0,1.8398961,3.6359339,3398,0
Frame_635.csv,1092.0,1737.0,1243.2621,106.55566,1202.0,1178.0,1290.0,112.0,1.7870778,3.4806051,3303,0
Frame_636.csv,1049.0,1741.0,1220.9727,110.46423,1170.0,1158.0,1252.0,94.0,1.9498956,4.150801,3429,0
Frame_637.csv,1059.0,1667.0,1194.3242,97.75375,1152.0,1140.0,1225.0,85.0,1.9209228,4.091299,3534,0
Frame_638.csv,1135.0,1756.0,1308.6136,106.08992,1264.0,1240.0,1346.0,106.0,1.8036131,3.142032,3754,0
Frame_639.csv,1077.0,1734.0,1255.1857,112.66896,1203.0,1190.0,1297.0,107.0,1.8157043,3.1519115,3685,0
Frame_64.csv,1130.0,1720.0,1285.012,108.01079,1246.0,1220.0,1324.0,104.0,1.739138,2.754154,3760,0
Frame_640.csv,1120.0,1751.0,1280.1715,116.54272,1235.0,1210.0,1319.0,109.0,1.6850225,2.5543406,3786,0
Frame_641.csv,1130.0,1790.0,1289.4855,118.590904,1234.0,1221.0,1339.0,118.0,1.7206044,2.8008742,3707,0
Frame_642.csv,1128.0,1805.0,1309.0818,116.909035,1256.0,1232.0,1344.0,112.0,1.7785814,2.978412,3771,0
Frame_643.csv,1086.0,1751.0,1267.3467,112.57831,1214.0,1201.0,1316.0,115.0,1.7127033,2.8780963,3548,0
Frame_644.csv,1112.0,1831.0,1301.5929,120.056175,1258.0,1232.0,1337.0,105.0,1.8615203,3.4934597,3610,0
Frame_645.csv,1117.0,1793.0,1276.3536,115.89988,1232.0,1207.0,1323.0,116.0,1.8606359,3.5729694,3459,0
Frame_646.csv,1102.0,1777.0,1275.6388,114.48043,1225.0,1202.0,1310.0,108.0,1.8741845,3.4682155,3625,0
Frame_647.csv,1123.0,1800.0,1281.4087,118.21839,1226.0,1213.0,1315.0,102.0,1.829213,3.3312366,3714,0
Frame_648.csv,1116.0,1806.0,1274.321,116.51318,1231.0,1205.0,1321.0,116.0,1.8834293,3.6687882,3521,0
Frame_649.csv,1083.0,1713.0,1228.4854,104.490425,1191.0,1167.0,1263.0,96.0,1.8980668,3.9469063,3336,0
Frame_65.csv,1122.0,1748.0,1307.7885,108.389145,1270.0,1243.0,1342.0,99.0,1.7509019,2.7889087,3861,0
Frame_650.csv,1072.0,1775.0,1247.431,113.78041,1197.0,1184.0,1283.0,99.0,1.935673,3.8590636,3654,0
Frame_651.csv,1065.0,1772.0,1246.3652,115.592636,1200.0,1176.0,1294.0,118.0,1.8297836,3.5264566,3562,0
Frame_652.csv,1069.0,1747.0,1246.0305,112.03229,1194.0,1181.0,1293.0,112.0,1.8034728,3.3622406,3546,0
Frame_653.csv,1109.0,1830.0,1295.9918,119.22825,1241.0,1227.0,1332.0,105.0,1.8353481,3.447618,3554,0
Frame_654.csv,1100.0,1805.0,1278.3779,112.5416,1230.0,1217.0,1312.0,95.0,1.94187,4.027496,3379,0
Frame_655.csv,1097.0,1776.0,1249.723,113.47491,1208.0,1184.0,1289.0,105.0,1.8937551,3.8095243,3437,0
Frame_656.csv,1060.0,1788.0,1236.9244,113.52292,1195.0,1170.0,1274.0,104.0,2.0278907,4.609553,3381,0
Frame_657.csv,1043.0,1742.0,1211.7976,110.453285,1162.0,1150.0,1244.0,94.0,2.039091,4.5760922,3397,0
Frame_658.csv,1054.0,1727.0,1224.5017,105.54206,1187.0,1163.0,1259.0,96.0,1.977476,4.321625,3417,0
Frame_659.csv,1076.0,1782.0,1254.5321,113.71713,1214.0,1189.0,1288.0,99.0,1.9149181,3.8606148,3511,0
Frame_66.csv,1127.0,1705.0,1279.9943,102.36989,1244.0,1218.0,1321.0,103.0,1.6965407,2.721933,3726,1
Frame_660.csv,1074.0,1782.0,1249.6431,111.324554,1200.0,1187.0,1293.0,106.0,1.9474591,4.1448793,3356,0
Frame_661.csv,1084.0,1788.0,1263.3646,111.96392,1211.0,1198.0,1313.0,115.0,1.8922628,3.9418092,3238,0
Frame_662.csv,1045.0,1726.0,1212.5498,106.73543,1165.0,1153.0,1247.0,94.0,2.0238929,4.5399933,3443,0
Frame_663.csv,1114.0,1812.0,1270.7487,117.68374,1216.0,1203.0,1312.0,109.0,1.9365808,3.9560153,3526,0
Frame_664.csv,1087.0,1836.0,1271.4329,117.79787,1228.0,1202.0,1311.0,109.0,1.9873931,4.3906636,3303,0
Frame_665.csv,1057.0,1791.0,1231.2424,115.91345,1180.0,1167.0,1263.0,96.0,2.0422897,4.5531263,3372,0
Frame_666.csv,1092.0,1761.0,1240.1259,109.382126,1190.0,1177.0,1282.0,105.0,1.9332826,4.1525035,3296,0
Frame_667.csv,1135.0,1746.0,1295.2555,114.388245,1241.0,1227.0,1354.0,127.0,1.5557653,2.1006448,3789,0
Frame_668.csv,1089.0,1749.0,1272.0438,112.771576,1230.0,1205.0,1313.0,108.0,1.7520975,2.957518,3679,0
Frame_669.csv,1096.0,1776.0,1279.0859,113.65074,1226.0,1213.0,1315.0,102.0,1.8069288,3.206542,3654,0
Frame_67.csv,1116.0,1727.0,1299.2855,104.363,1263.0,1237.0,1342.0,105.0,1.6711926,2.6117668,3727,0
Frame_670.csv,1098.0,1740.0,1250.8158,115.11501,1197.0,1184.0,1290.0,106.0,1.8416473,3.24441,3856,0
Frame_671.csv,1122.0,1781.0,1281.1992,115.60438,1237.0,1212.0,1329.0,117.0,1.7627977,3.1005893,3489,0
Frame_672.csv,1123.0,1752.0,1281.294,114.0249,1238.0,1212.0,1322.0,110.0,1.677383,2.63279,3700,0
Frame_673.csv,1077.0,1753.0,1256.5288,111.308136,1215.0,1190.0,1304.0,114.0,1.81052,3.3718472,3470,0
Frame_674.csv,1100.0,1797.0,1284.2632,115.136154,1230.0,1217.0,1335.0,118.0,1.7926013,3.327303,3429,0
Frame_675.csv,1083.0,1760.0,1262.2124,113.5915,1211.0,1198.0,1298.0,100.0,1.8853297,3.573474,3567,0
Frame_676.csv,1087.0,1754.0,1267.5856,109.96316,1227.0,1202.0,1311.0,109.0,1.7876182,3.2863247,3458,0
Frame_677.csv,1106.0,1783.0,1265.6797,116.365875,1219.0,1194.0,1308.0,114.0,1.8547378,3.4572723,3538,0
Frame_678.csv,1105.0,1839.0,1294.0804,118.82097,1249.0,1223.0,1334.0,111.0,1.9472797,3.9856906,3377,0
Frame_679.csv,1147.0,1841.0,1329.0619,115.23375,1278.0,1254.0,1376.0,122.0,1.8085026,3.3654487,3499,0
Frame_68.csv,1110.0,1724.0,1290.9253,103.67534,1255.0,1229.0,1325.0,96.0,1.7376802,2.8460946,3843,0
Frame_680.csv,1057.0,1709.0,1227.0667,105.05242,1180.0,1167.0,1263.0,96.0,1.8901926,3.7934537,3529,0
Frame_681.csv,1081.0,1773.0,1261.7684,114.40641,1219.0,1194.0,1302.0,108.0,1.8402187,3.4079645,3671,0
Frame_682.csv,1081.0,1739.0,1244.1437,105.340935,1200.0,1178.0,1275.0,97.0,2.0258064,4.369319,3439,0
Frame_683.csv,1088.0,1782.0,1254.121,107.93024,1209.0,1186.0,1285.0,99.0,2.1108842,4.9597735,3249,0
Frame_684.csv,1111.0,1826.0,1268.8458,118.35778,1224.0,1199.0,1315.0,116.0,1.9451929,4.1384563,3418,0
Frame_685.csv,1060.0,1761.0,1232.3539,111.00912,1183.0,1170.0,1274.0,104.0,1.998358,4.395289,3403,0
Frame_686.csv,1082.0,1785.0,1229.5067,112.43887,1179.0,1167.0,1263.0,96.0,2.0733519,4.8319335,3313,0
Frame_687.csv,1108.0,1836.0,1261.0057,116.055435,1209.0,1196.0,1296.0,100.0,2.0889652,4.8855634,3301,0
Frame_688.csv,1083.0,1753.0,1230.6681,110.189804,1180.0,1168.0,1264.0,96.0,1.9378662,4.0604944,3395,0
Frame_689.csv,1102.0,1743.0,1249.8827,105.629555,1202.0,1190.0,1289.0,99.0,1.843332,3.7397249,3251,0
Frame_69.csv,1103.0,1728.0,1288.4773,108.97164,1247.0,1221.0,1325.0,104.0,1.6526703,2.415383,4004,0
Frame_690.csv,1110.0,1773.0,1274.5387,104.41532,1235.0,1211.0,1306.0,95.0,2.0474975,4.541227,3399,0
Frame_691.csv,1069.0,1692.0,1171.2668,68.60118,1151.0,1138.0,1175.0,37.0,3.6175213,17.738478,2269,1
Frame_692.csv,1148.0,1804.0,1325.3271,109.85024,1280.0,1255.0,1363.0,108.0,1.8207686,3.294962,3570,0
Frame_693.csv,1124.0,1769.0,1313.532,114.93247,1259.0,1245.0,1368.0,123.0,1.6317928,2.3645396,3702,0
Frame_694.csv,1087.0,1777.0,1272.0912,119.137634,1227.0,1202.0,1317.0,115.0,1.8014458,3.1304615,3719,0
Frame_695.csv,1128.0,1813.0,1290.2676,120.19846,1245.0,1219.0,1330.0,111.0,1.807299,3.1836224,3818,0
Frame_696.csv,1069.0,1732.0,1246.5936,108.48486,1206.0,1181.0,1294.0,113.0,1.7939421,3.3678942,3448,0
Frame_697.csv,1068.0,1760.0,1244.0896,111.54105,1193.0,1180.0,1278.0,98.0,1.9200901,3.8864884,3518,0
Frame_698.csv,1087.0,1791.0,1273.7344,118.985374,1228.0,1202.0,1318.0,116.0,1.8197225,3.3209221,3508,0
Frame_699.csv,1110.0,1837.0,1299.597,120.61469,1255.0,1229.0,1341.0,112.0,1.8261899,3.434619,3459,0
Frame_7.csv,1234.0,1763.0,1397.9838,88.553024,1369.0,1355.0,1396.0,41.0,2.0386202,3.9346154,3940,0
Frame_70.csv,1143.0,1714.0,1296.7236,101.74505,1262.0,1236.0,1333.0,97.0,1.6369178,2.4563446,3829,0
Frame_700.csv,1101.0,1763.0,1255.5869,114.506256,1213.0,1188.0,1294.0,106.0,1.8193066,3.3492856,3634,0
Frame_701.csv,1111.0,1798.0,1263.109,115.38462,1212.0,1199.0,1299.0,100.0,1.9601167,4.0985756,3401,0
Frame_702.csv,1088.0,1777.0,1270.9393,115.40178,1216.0,1203.0,1319.0,116.0,1.7717154,3.1417677,3629,0
Frame_703.csv,1114.0,1783.0,1269.6427,116.17141,1216.0,1203.0,1304.0,101.0,1.827918,3.286314,3764,0
Frame_704.csv,1110.0,1783.0,1268.1418,115.33695,1223.0,1198.0,1313.0,115.0,1.7895163,3.2888534,3535,0
Frame_705.csv,1117.0,1789.0,1275.3971,115.52021,1231.0,1206.0,1315.0,109.0,1.7850578,3.1933084,3745,0
Frame_706.csv,1079.0,1757.0,1229.0719,110.98719,1188.0,1164.0,1266.0,102.0,1.9947767,4.3424835,3407,0
Frame_707.csv,1051.0,1727.0,1223.5746,108.88257,1173.0,1160.0,1269.0,109.0,1.8806992,3.8254535,3436,0
Frame_708.csv,1059.0,1764.0,1233.6864,113.02505,1182.0,1169.0,1273.0,104.0,1.9629078,4.213205,3381,0
Frame_709.csv,1066.0,1797.0,1244.8945,117.99505,1201.0,1177.0,1281.0,104.0,1.9862915,4.2459593,3391,0
Frame_71.csv,1133.0,1716.0,1287.5399,106.25953,1250.0,1224.0,1320.0,96.0,1.730684,2.7041173,3887,0
Frame_710.csv,1084.0,1743.0,1231.9242,107.98507,1192.0,1168.0,1279.0,111.0,1.9088837,4.0229845,3286,0
Frame_711.csv,1099.0,1830.0,1284.5751,120.42219,1229.0,1216.0,1319.0,103.0,1.891202,3.6635516,3531,0
Frame_712.csv,1064.0,1755.0,1236.6418,109.01004,1188.0,1175.0,1272.0,97.0,1.9859722,4.356501,3279,0
Frame_713.csv,1094.0,1749.0,1245.0961,111.758644,1193.0,1180.0,1286.0,106.0,1.826494,3.395581,3583,0
Frame_714.csv,1052.0,1744.0,1224.9454,109.7501,1174.0,1161.0,1270.0,109.0,1.901841,3.941078,3386,0
Frame_715.csv,1095.0,1804.0,1252.443,120.79611,1206.0,1182.0,1294.0,112.0,1.8866321,3.6914358,3499,0
Frame_716.csv,1094.0,1801.0,1247.635,114.93903,1205.0,1181.0,1286.0,105.0,2.0379837,4.58455,3349,0
Frame_717.csv,1068.0,1727.0,1210.1548,105.88128,1163.0,1151.0,1245.0,94.0,2.052242,4.744919,3333,0
Frame_718.csv,1085.0,1752.0,1231.9252,108.91564,1182.0,1170.0,1281.0,111.0,1.915794,4.1099,3213,0
Frame_719.csv,1088.0,1781.0,1241.4124,116.75515,1197.0,1173.0,1284.0,111.0,1.9136491,3.8259792,3516,0
Frame_72.csv,1124.0,1703.0,1274.3573,103.64273,1227.0,1214.0,1300.0,86.0,1.7668058,2.895824,3877,0
Frame_720.csv,1065.0,1795.0,1241.7764,113.67842,1201.0,1177.0,1274.0,97.0,2.054437,4.705558,3358,0
Frame_721.csv,1058.0,1758.0,1233.0541,108.61809,1193.0,1168.0,1279.0,111.0,1.9409847,4.2525063,3321,0
Frame_722.csv,1086.0,1801.0,1221.1581,78.96142,1195.0,1183.0,1225.0,42.0,3.402073,16.25266,2517,1
Frame_723.csv,1119.0,1747.0,1288.8687,107.32692,1245.0,1221.0,1325.0,104.0,1.804179,3.158557,3660,0
Frame_724.csv,1181.0,1833.0,1350.9348,119.67186,1294.0,1279.0,1408.0,129.0,1.595992,2.3052566,3499,0
Frame_725.csv,1085.0,1762.0,1266.8038,117.28303,1213.0,1200.0,1300.0,100.0,1.8420846,3.1828303,3717,0
Frame_726.csv,1119.0,1803.0,1297.1978,111.81478,1245.0,1222.0,1339.0,117.0,1.8697007,3.7140594,3382,0
Frame_727.csv,1106.0,1828.0,1295.8706,120.564,1251.0,1225.0,1336.0,111.0,1.7963742,3.1962552,3769,0
Frame_728.csv,1137.0,1842.0,1330.2173,119.18587,1288.0,1261.0,1370.0,109.0,1.8148761,3.2880952,3634,0
Frame_729.csv,1058.0,1721.0,1231.546,108.98389,1192.0,1168.0,1264.0,96.0,1.855426,3.5145695,3580,0
Frame_73.csv,1111.0,1698.0,1259.7882,102.59507,1224.0,1199.0,1292.0,93.0,1.7814707,3.1197126,3626,0
Frame_730.csv,1060.0,1746.0,1233.978,111.54734,1183.0,1170.0,1267.0,97.0,1.9768443,4.13032,3398,0
Frame_731.csv,1113.0,1747.0,1273.5646,109.963585,1226.0,1201.0,1317.0,116.0,1.7251186,2.852425,3742,0
Frame_732.csv,1097.0,1735.0,1249.0692,110.28522,1208.0,1183.0,1296.0,113.0,1.7623105,3.1384933,3610,0
Frame_733.csv,1112.0,1794.0,1270.5049,118.315506,1226.0,1200.0,1316.0,116.0,1.8354715,3.393733,3613,0
Frame_734.csv,1125.0,1842.0,1317.1105,119.30831,1274.0,1247.0,1362.0,115.0,1.7668736,3.139913,3539,0
Frame_735.csv,1115.0,1744.0,1269.039,107.123665,1230.0,1204.0,1320.0,116.0,1.6871271,2.9376984,3557,0
Frame_736.csv,1074.0,1767.0,1250.2355,111.81323,1199.0,1186.0,1285.0,99.0,1.9128621,3.8233938,3608,0
Frame_737.csv,1078.0,1779.0,1259.0261,114.22844,1216.0,1191.0,1306.0,115.0,1.8491707,3.5872412,3429,0
Frame_738.csv,1097.0,1750.0,1250.2236,110.92538,1208.0,1184.0,1296.0,112.0,1.8619045,3.7001946,3402,0
Frame_739.csv,1078.0,1785.0,1258.342,115.19957,1205.0,1192.0,1291.0,99.0,1.9121472,3.7886238,3575,0
Frame_74.csv,1116.0,1732.0,1295.7721,106.7578,1250.0,1236.0,1325.0,89.0,1.7845354,2.906716,3883,0
Frame_740.csv,1069.0,1762.0,1244.1208,111.447945,1194.0,1181.0,1279.0,98.0,1.9219476,3.898968,3504,0
Frame_741.csv,1118.0,1819.0,1279.3818,117.95335,1233.0,1208.0,1324.0,116.0,1.874212,3.7970297,3461,0
Frame_742.csv,1052.0,1708.0,1219.1696,101.92125,1173.0,1161.0,1256.0,95.0,1.9064822,4.092062,3251,0
Frame_743.csv,1069.0,1784.0,1246.853,114.04429,1194.0,1181.0,1286.0,105.0,1.9451789,4.1084456,3425,0
Frame_744.csv,1085.0,1806.0,1282.2423,110.15267,1236.0,1212.0,1314.0,102.0,2.0442052,4.512043,3503,0
Frame_745.csv,1100.0,1794.0,1251.8152,112.00939,1200.0,1187.0,1286.0,99.0,2.0228667,4.569812,3319,0
Frame_746.csv,1080.0,1806.0,1256.5765,111.604614,1207.0,1194.0,1293.0,99.0,2.023772,4.7028437,3187,0
Frame_747.csv,1090.0,1795.0,1237.0393,113.79704,1188.0,1176.0,1265.0,89.0,2.091257,4.793809,3450,0
Frame_748.csv,1115.0,1848.0,1272.6803,123.27147,1217.0,1204.0,1305.0,101.0,2.0025969,4.2092323,3575,0
Frame_749.csv,1035.0,1706.0,1201.7172,106.26194,1153.0,1141.0,1240.0,99.0,1.9411452,4.0643535,3437,0
Frame_75.csv,1135.0,1724.0,1307.806,98.740265,1264.0,1240.0,1346.0,106.0,1.6990033,2.8112226,3638,0
Frame_750.csv,1108.0,1847.0,1221.4583,74.76069,1208.0,1181.0,1232.0,51.0,3.7520738,21.287706,2292,1
Frame_751.csv,1096.0,1773.0,1280.6649,127.339,1226.0,1212.0,1330.0,118.0,1.7092355,2.3272955,4135,0
Frame_752.csv,1108.0,1724.0,1264.5299,110.68373,1221.0,1196.0,1311.0,115.0,1.6965832,2.7376149,3588,0
Frame_753.csv,1099.0,1805.0,1283.603,119.38072,1229.0,1216.0,1318.0,102.0,1.8872111,3.4793649,3648,0
Frame_754.csv,1088.0,1752.0,1273.1805,114.381065,1229.0,1203.0,1319.0,116.0,1.666123,2.614154,3676,0
Frame_755.csv,1082.0,1738.0,1265.2693,113.09469,1221.0,1196.0,1317.0,121.0,1.6472505,2.6078649,3706,0
Frame_756.csv,1092.0,1772.0,1277.1715,115.3701,1234.0,1208.0,1318.0,110.0,1.7608168,3.032533,3705,0
Frame_757.csv,1136.0,1821.0,1298.3672,119.96083,1253.0,1227.0,1339.0,112.0,1.8325496,3.3166726,3593,0
Frame_758.csv,1123.0,1783.0,1283.4193,115.95645,1239.0,1213.0,1324.0,111.0,1.7434556,2.966682,3590,0
Frame_759.csv,1105.0,1791.0,1290.0438,115.918495,1237.0,1223.0,1327.0,104.0,1.8105398,3.1796727,3826,0
Frame_76.csv,1080.0,1699.0,1253.9911,102.7235,1219.0,1194.0,1286.0,92.0,1.8564295,3.4700084,3546,0
Frame_760.csv,1133.0,1838.0,1294.3978,119.37547,1238.0,1225.0,1337.0,112.0,1.8870637,3.707998,3594,0
Frame_761.csv,1094.0,1741.0,1260.2069,107.525085,1216.0,1193.0,1293.0,100.0,1.9171954,3.6936433,3790,0
Frame_762.csv,1090.0,1728.0,1238.3179,108.311134,1188.0,1176.0,1273.0,97.0,1.8534175,3.565399,3460,0
Frame_763.csv,1080.0,1802.0,1263.4277,119.00105,1219.0,1194.0,1301.0,107.0,1.8955929,3.6734183,3561,0
Frame_764.csv,1081.0,1792.0,1264.614,120.08723,1208.0,1195.0,1303.0,108.0,1.8395388,3.325386,3721,0
Frame_765.csv,1110.0,1803.0,1282.2094,111.0509,1235.0,1212.0,1314.0,102.0,1.9551345,4.051512,3462,0
Frame_766.csv,1097.0,1827.0,1280.8237,116.13803,1227.0,1213.0,1323.0,110.0,1.9001857,3.9881005,3268,0
Frame_767.csv,1092.0,1848.0,1278.9132,123.81939,1233.0,1208.0,1317.0,109.0,1.9633721,4.0003333,3586,0
Frame_768.csv,1106.0,1790.0,1275.2251,106.721146,1230.0,1207.0,1315.0,108.0,1.9744438,4.3334007,3368,0
Frame_769.csv,1070.0,1740.0,1216.9946,110.652855,1166.0,1154.0,1255.0,101.0,1.9447762,4.093283,3457,0
Frame_77.csv,1129.0,1733.0,1283.7563,103.7809,1246.0,1220.0,1315.0,95.0,1.8636688,3.5532572,3510,0
Frame_770.csv,1073.0,1779.0,1250.79,111.77705,1210.0,1186.0,1284.0,98.0,1.9791633,4.248063,3419,0
Frame_771.csv,1069.0,1823.0,1248.5962,120.0495,1205.0,1181.0,1286.0,105.0,2.0362892,4.479111,3519,0
Frame_772.csv,1096.0,1815.0,1282.3582,115.41883,1238.0,1212.0,1330.0,118.0,1.7852077,3.4399948,3376,0
Frame_773.csv,1082.0,1751.0,1226.0842,106.95674,1179.0,1167.0,1263.0,96.0,2.0291443,4.726646,3241,0
Frame_774.csv,1066.0,1786.0,1241.2754,113.17766,1190.0,1177.0,1282.0,105.0,2.0504842,4.638291,3334,0
Frame_775.csv,1065.0,1752.0,1248.8243,99.45735,1211.0,1188.0,1280.0,92.0,2.099646,5.066828,3348,0
Frame_776.csv,1113.0,1850.0,1257.8062,84.326004,1232.0,1217.0,1258.0,41.0,3.3086069,14.086208,2766,1
Frame_777.csv,1116.0,1761.0,1288.5156,107.64389,1242.0,1218.0,1328.0,110.0,1.8406745,3.422961,3586,0
Frame_778.csv,1073.0,1743.0,1253.0831,113.57483,1210.0,1186.0,1291.0,105.0,1.827164,3.2678838,3638,0
Frame_779.csv,1117.0,1781.0,1276.8523,119.36749,1232.0,1206.0,1315.0,109.0,1.7767934,3.0243297,3749,0
Frame_78.csv,1150.0,1724.0,1313.574,112.4178,1258.0,1244.0,1374.0,130.0,1.4406416,1.4651026,4104,0
Frame_780.csv,1090.0,1770.0,1269.9863,114.89866,1219.0,1206.0,1307.0,101.0,1.7866788,3.1339586,3662,0
Frame_781.csv,1091.0,1791.0,1280.4462,117.6534,1233.0,1207.0,1331.0,124.0,1.7424622,3.0277452,3525,0
Frame_782.csv,1127.0,1799.0,1318.681,114.71568,1276.0,1249.0,1365.0,116.0,1.6540183,2.5303128,3655,0
Frame_783.csv,1109.0,1872.0,1296.6477,121.92375,1241.0,1227.0,1332.0,105.0,2.0271583,4.3937535,3424,0
Frame_784.csv,1093.0,1787.0,1278.4626,116.51626,1234.0,1209.0,1325.0,116.0,1.7602893,3.0778196,3627,0
Frame_785.csv,1101.0,1793.0,1258.0703,118.25777,1213.0,1188.0,1308.0,120.0,1.8402066,3.5434384,3470,0
Frame_786.csv,1095.0,1785.0,1247.6741,115.6534,1194.0,1181.0,1279.0,98.0,1.9356863,3.9019825,3596,0
Frame_787.csv,1078.0,1773.0,1261.5646,114.81119,1217.0,1192.0,1313.0,121.0,1.7652134,3.2346823,3523,0
