Frame,Min_Temp,Max_Temp,Mean_Temp,Std_Temp,Median_Temp,Q1,Q3,IQR,Skewness,Kurtosis,High_Temp_Pixels,Num_Blobs,Largest_Blob_Area,Mean_Blob_Area,Eccentricity,Extent,Solidity,Orientation
Frame_952.csv,1107.0,1830.0,1313.6792,116.069115,1264.0,1240.0,1346.0,106.0,1.920745849609375,3.7115016,3586,7,3464.5,494.92857142857144,0.5537311539297257,0.6683063271604939,0.9326961906043882,134.4462890625
Frame_953.csv,1090.0,1775.0,1243.0504,115.57533,1188.0,1176.0,1287.0,111.0,1.8809841871261597,3.783688,3351,13,3234.5,248.80769230769232,0.4064483849530351,0.6911324786324786,0.937536231884058,166.1837615966797
Frame_954.csv,1099.0,1768.0,1254.8103,115.8696,1211.0,1186.0,1299.0,113.0,1.7775086164474487,3.1547308,3664,10,3547.0,354.7,0.5248569581657393,0.6568518518518518,0.927199058946543,122.0799331665039
Frame_955.csv,1112.0,1842.0,1270.7194,121.25219,1226.0,1200.0,1316.0,116.0,1.9345782995224,3.9469185,3572,9,3359.0,373.22222222222223,0.4317936580515094,0.6570813771517997,0.9275162225597128,137.70118713378906
Frame_956.csv,1102.0,1764.0,1255.4216,114.11382,1214.0,1189.0,1288.0,99.0,1.87630033493042,3.5377026,3578,12,3454.5,287.875,0.478469977847404,0.7055759803921569,0.9283794678849772,121.527099609375
Frame_957.csv,1097.0,1779.0,1249.45,111.45864,1208.0,1183.0,1296.0,113.0,1.9381060600280762,4.204367,3311,8,3192.5,399.0625,0.4765695728402955,0.7219583898688376,0.9318447168709866,132.63499450683594
Frame_958.csv,1127.0,1867.0,1304.0269,116.50118,1255.0,1231.0,1335.0,104.0,2.0458877086639404,4.5424814,3456,9,3330.0,370.05555555555554,0.5489178269700223,0.6278280542986425,0.9297780259667737,112.08642578125
Frame_959.csv,1045.0,1735.0,1215.4169,108.93236,1165.0,1153.0,1247.0,94.0,2.006636619567871,4.4706583,3334,6,3223.5,537.25,0.3979512285752371,0.6673913043478261,0.9425438596491228,132.82550048828125
Frame_960.csv,1074.0,1809.0,1255.0128,116.12479,1211.0,1187.0,1300.0,113.0,1.9469196796417236,4.1722035,3391,10,3266.0,326.6,0.4733813527099708,0.6872895622895623,0.9322106464963608,114.66375732421875
Frame_961.csv,1129.0,1822.0,1286.0133,114.54752,1233.0,1220.0,1323.0,103.0,1.8841092586517334,3.7715473,3598,16,3305.5,206.59375,0.5104209709700093,0.6491555380989787,0.9156509695290859,109.80826568603516
Frame_962.csv,1081.0,1771.0,1231.3917,115.80534,1178.0,1165.0,1268.0,103.0,1.9483739137649536,3.9952335,3500,11,3379.0,307.1818181818182,0.5667106079334858,0.6529468599033816,0.9352338776639911,145.52474975585938
Frame_963.csv,1074.0,1815.0,1253.6104,118.11398,1199.0,1187.0,1285.0,98.0,2.001685619354248,4.2363577,3602,3,3364.5,1121.5,0.48803171696270187,0.6589306698002351,0.939410861370934,124.73619079589844
Frame_964.csv,1074.0,1814.0,1255.2949,113.8008,1212.0,1187.0,1301.0,114.0,1.9838433265686035,4.5040555,3257,8,3148.5,393.5625,0.4825265771620788,0.6710358056265985,0.9230430958663148,132.56907653808594
